Wall time,Step,Value
1733101983.8334408,0,1.0
1733101985.354181,1,1.0
1733101986.8034909,2,1.0
1733101988.2562797,3,1.0
1733101989.7074053,4,1.0
1733101991.1686876,5,1.0
1733101992.5979497,6,1.0
1733101994.0918078,7,1.0
1733101995.5988626,8,1.0
1733101997.0317128,9,1.0
1733101998.5103266,10,1.0
1733101999.9767241,11,1.0
1733102001.4349117,12,1.0
1733102002.9533257,13,1.0
1733102004.44866,14,1.0
1733102005.9115553,15,1.0
1733102007.3593638,16,1.0
1733102008.8042147,17,1.0
1733102010.3173528,18,1.0
1733102011.7996755,19,1.0
1733102013.2434645,20,1.0
1733102014.7721581,21,1.0
1733102016.319271,22,1.0
1733102017.750346,23,1.0
1733102020.6609995,25,1.0
1733102022.077827,26,1.0
1733102023.5817916,27,1.0
1733102025.077347,28,1.0
1733102026.5628455,29,1.0
1733102028.044176,30,1.0
1733102029.5343268,31,1.0
1733102030.9541295,32,1.0
1733102032.3236368,33,1.0
1733102033.8725505,34,1.0
1733102035.3206725,35,1.0
1733102036.7649345,36,1.0
1733102038.235412,37,1.0
1733102039.724459,38,1.0
1733102041.215032,39,1.0
1733102042.637876,40,1.0
1733102044.1063519,41,1.0
1733102045.6125252,42,1.0
1733102047.0686877,43,1.0
1733102048.4925919,44,1.0
1733102049.9663198,45,1.0
1733102051.465197,46,1.0
1733102052.9437027,47,1.0
1733102054.3580167,48,1.0
1733102055.8631759,49,1.0
1733102057.3588011,50,1.0
1733102058.8113377,51,1.0
1733102060.2057035,52,1.0
1733102061.6521559,53,1.0
1733102063.1590075,54,1.0
1733102064.629299,55,1.0
1733102066.0464754,56,1.0
1733102067.5236,57,1.0
1733102068.983863,58,1.0
1733102070.455855,59,1.0
1733102071.899732,60,1.0
1733102073.348665,61,1.0
1733102074.803131,62,1.0
1733102076.2293339,63,1.0
1733102077.7062163,64,1.0
1733102079.2546937,65,1.0
1733102080.7607574,66,1.0
1733102082.1869586,67,1.0
1733102083.621311,68,1.0
1733102085.0610533,69,1.0
1733102086.481398,70,1.0
1733102087.9323113,71,1.0
1733102089.410259,72,1.0
1733102090.8396075,73,1.0
1733102092.3548987,74,1.0
1733102093.814003,75,1.0
1733102095.2304888,76,1.0
1733102096.6017442,77,1.0
1733102098.0667858,78,1.0
1733102099.565933,79,1.0
1733102101.0730808,80,1.0
1733102102.5488818,81,1.0
1733102104.0485632,82,1.0
1733102105.4855864,83,1.0
1733102106.9414074,84,1.0
1733102108.4280455,85,1.0
1733102109.8638732,86,0.0
1733102111.2506714,87,1.0
1733102112.7917624,88,1.0
1733102114.375997,89,1.0
1733102115.858278,90,1.0
1733102117.340533,91,1.0
1733102118.831788,92,1.0
1733102120.298903,93,1.0
1733102121.7927675,94,1.0
1733102123.2751768,95,1.0
1733102124.7329423,96,1.0
1733102126.166964,97,1.0
1733102127.5887172,98,1.0
1733102129.048054,99,1.0
1733102130.4999502,100,1.0
1733102131.992069,101,1.0
